recommendation_id,rule_id,clothing_type,colour,condition,damage_location,damage_severity,stain_severity,hole_severity,repair_status,style,material,recommended_action,upcycling_method,difficulty,reason,required_materials,estimated_time_minutes,recommendation_priority,rule_basis
REC017529,S04,Shirt,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Casual,Polyester,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017530,SA01,Saree,Blue,Worn,Edge,Minor,None,None,Previously Repaired,Sporty,Viscose,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC017531,SA02,Saree,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Casual,Polyester,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017532,SH01,Shorts,Blue,Worn,Hem,Minor,None,None,Previously Repaired,Sporty,Cotton Blend,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017533,SK01,Skirt,Blue,Worn,Bottom,Minor,None,None,Previously Repaired,Sporty,Viscose,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC017534,SK02,Skirt,Blue,Worn,Waist,Minor,None,None,Previously Repaired,Sporty,Viscose,Replace or reinforce the waistband,Waistband repair,Medium,A damaged waistband can be repaired without replacing the entire garment.,"Elastic or waistband fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017535,T01,T-shirt,Navy,Worn,Sleeve,Minor,None,None,Previously Repaired,Formal,Cotton Blend,Redesign into a sleeveless top,Sleeve removal,Easy,Removing a damaged sleeve can preserve the main body of the garment.,"Scissors, measuring tape, needle and thread",40,1,Rule-based circular fashion/upcycling transformation
REC017536,T02,T-shirt,Navy,Worn,Bottom,Minor,None,None,Previously Repaired,Formal,Cotton Blend,Crop and finish the lower edge,Cropping,Easy,A damaged lower edge can be removed and the garment shortened.,"Scissors, measuring tape, needle and thread",30,1,Rule-based circular fashion/upcycling transformation
REC017537,T03,T-shirt,Navy,Worn,Front,Minor,None,None,Previously Repaired,Formal,Cotton Blend,Cover the damaged area with an appliqué or patch,Appliqué,Easy,A localized damaged area can be covered while adding a decorative element.,"Fabric patch, fabric adhesive or thread",30,1,Rule-based circular fashion/upcycling transformation
REC017538,T04,T-shirt,White,Damaged,Multiple Areas,Major,None,Major,Previously Repaired,Sporty,Cotton Blend,Recover usable fabric for small accessories,Fabric recovery,Medium,"When the shirt is heavily damaged, intact fabric can still be reused.","Scissors, thread and sewing supplies",90,1,Rule-based circular fashion/upcycling transformation
REC017539,D01,Dress,Blue,Worn,Bottom,Minor,None,Minor,Needs Repair,Sporty,Silk,Shorten the dress and refinish the hem,Length alteration,Easy,A damaged lower edge can be removed while retaining the upper garment.,"Scissors, measuring tape and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017540,D02,Dress,Blue,Worn,Sleeve,Minor,None,Minor,Needs Repair,Sporty,Silk,Redesign into a sleeveless dress,Sleeve removal,Medium,Removing damaged sleeves can preserve the dress body.,"Scissors, thread, needle or sewing machine",75,1,Rule-based circular fashion/upcycling transformation
REC017541,D03,Dress,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Casual,Viscose,Recover usable fabric for a skirt or accessories,Fabric recovery,Medium,Intact sections can be separated from damaged areas and reused.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017542,J01,Jeans,Grey,Worn,Bottom,Minor,None,Minor,Needs Repair,Vintage,Cotton Blend,Convert into denim shorts,Shortening,Easy,The lower portion can be removed while preserving usable denim.,"Scissors, measuring tape, sewing machine or needle and thread",45,1,Rule-based circular fashion/upcycling transformation
REC017543,J02,Jeans,Grey,Worn,Knee,Minor,None,Minor,Needs Repair,Vintage,Cotton Blend,Apply visible patches,Visible mending,Easy,Localized minor damage can be strengthened and redesigned with a patch.,"Denim patch, thread, needle or sewing machine",30,1,Rule-based circular fashion/upcycling transformation
REC017544,J03,Jeans,Grey,Worn,Pocket,Minor,None,Minor,Needs Repair,Vintage,Cotton Blend,Reuse usable denim sections for an accessory,Material reuse,Medium,Undamaged denim sections can be recovered for smaller products.,"Scissors, thread, needle or sewing machine",90,2,Rule-based circular fashion/upcycling transformation
REC017545,J04,Jeans,Blue,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Formal,Denim,Create denim patchwork,Patchwork,Medium,Multiple damaged areas make patchwork more practical than a full garment redesign.,"Scissors, denim scraps, thread and sewing machine",180,1,Rule-based circular fashion/upcycling transformation
REC017546,K01,Hoodie,Navy,Worn,Sleeve,Minor,None,Minor,Needs Repair,Formal,Cotton Blend,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can preserve the central body and create a vest.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017547,K02,Hoodie,Navy,Worn,Front,Minor,None,Minor,Needs Repair,Formal,Cotton Blend,Add a fabric patch or decorative panel,Patchwork,Easy,A patch can reinforce localized damage and extend garment life.,"Fabric patch, thread or fabric adhesive",35,1,Rule-based circular fashion/upcycling transformation
REC017548,K03,Hoodie,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Sporty,Cotton Blend,Recover intact fabric for accessories,Fabric recovery,Medium,Usable sections can be separated from heavily damaged areas.,"Scissors, thread and sewing supplies",100,1,Rule-based circular fashion/upcycling transformation
REC017549,L01,Leggings,Navy,Worn,Bottom,Minor,None,Minor,Needs Repair,Formal,Cotton Blend,Convert into shorter leggings,Length alteration,Easy,Damaged lower sections can be removed while retaining usable fabric.,"Scissors, measuring tape and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017550,L02,Leggings,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Sporty,Cotton Blend,Recover fabric for small textile accessories,Material recovery,Medium,Intact sections may still be useful for smaller textile products.,Scissors and sewing supplies,75,1,Rule-based circular fashion/upcycling transformation
REC017551,N01,T-shirt,Pink,Excellent,None,None,None,None,No Repair,Oversized,Cotton Blend,Convert into a reusable fabric tote,Tote conversion,Easy,A usable knit top can be repurposed into a simple reusable bag.,"Scissors, thread and sewing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017552,N02,Shirt,Green,Excellent,None,None,None,None,No Repair,Traditional,Polyester,Convert into a reusable fabric tote,Tote conversion,Easy,A button-up garment can be repurposed while retaining useful fabric.,"Scissors, thread and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017553,N03,Denim Jacket,White,Excellent,None,None,None,None,No Repair,Formal,Denim,Create a small denim accessory from unused fabric sections,Denim reuse,Medium,Denim provides durable fabric suitable for smaller accessories.,"Scissors, denim fabric, thread and sewing tools",90,2,Rule-based circular fashion/upcycling transformation
REC017554,N04,Saree,Green,Excellent,None,None,None,None,No Repair,Traditional,Polyester,Create a smaller accessory from the existing fabric,Accessory conversion,Medium,Large textile pieces can be redesigned into smaller useful accessories.,"Scissors, measuring tape and finishing supplies",60,2,Rule-based circular fashion/upcycling transformation
REC017555,N05,Dress,Green,Excellent,None,None,None,None,No Repair,Traditional,Viscose,Redesign the silhouette through length alteration,Silhouette redesign,Medium,A usable garment can receive a new silhouette instead of being discarded.,"Scissors, measuring tape and sewing supplies",75,2,Rule-based circular fashion/upcycling transformation
REC017556,O01,Jacket,Blue,Worn,Sleeve,Minor,None,Minor,Needs Repair,Sporty,Cotton Blend,Convert into a sleeveless vest,Sleeve removal,Medium,Removing damaged sleeves can create a wearable vest from the main body.,"Scissors, thread and sewing machine",90,1,Rule-based circular fashion/upcycling transformation
REC017557,O02,Jacket,Blue,Worn,Pocket,Minor,None,Minor,Needs Repair,Sporty,Cotton Blend,Add a decorative patch or pocket redesign,Patch or pocket redesign,Medium,A localized damaged area can be reinforced while adding a functional feature.,"Patch fabric, thread and sewing tools",60,1,Rule-based circular fashion/upcycling transformation
REC017558,O03,Jacket,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Casual,Nylon,Recover usable panels for accessories,Material recovery,Medium,Intact outerwear panels can be reused when the full garment is no longer practical.,"Scissors, measuring tape and sewing supplies",150,1,Rule-based circular fashion/upcycling transformation
REC017559,P01,Trousers,Blue,Worn,Bottom,Minor,None,Minor,Needs Repair,Sporty,Viscose,Convert into shorts,Shortening,Easy,Damaged lower sections can be removed to preserve the upper garment.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
REC017560,P02,Trousers,Blue,Worn,Knee,Minor,None,Minor,Needs Repair,Sporty,Viscose,Repair and reinforce with a patch,Visible mending,Easy,Localized damage can be reinforced instead of discarding the garment.,"Fabric patch, thread, needle or sewing machine",40,1,Rule-based circular fashion/upcycling transformation
REC017561,R01,Jumpsuit,Blue,Worn,Bottom,Minor,None,Minor,Needs Repair,Sporty,Viscose,Convert into a shorter romper or playsuit,Length alteration,Medium,Removing damaged lower sections can preserve the upper garment structure.,"Scissors, measuring tape and sewing tools",90,1,Rule-based circular fashion/upcycling transformation
REC017562,R02,Jumpsuit,Blue,Worn,Sleeve,Minor,None,Minor,Needs Repair,Sporty,Viscose,Redesign into a sleeveless style,Sleeve removal,Medium,Damaged sleeves can be removed while preserving the main garment.,"Scissors, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017563,S01,Shirt,Blue,Worn,Sleeve,Minor,None,Minor,Needs Repair,Sporty,Cotton Blend,Convert into a sleeveless top,Sleeve removal,Medium,Removing damaged sleeves can retain the main body of the garment.,"Scissors, thread, needle or sewing machine",60,1,Rule-based circular fashion/upcycling transformation
REC017564,S02,Shirt,Blue,Worn,Collar,Minor,None,Minor,Needs Repair,Sporty,Cotton Blend,Replace or redesign the collar,Collar redesign,Medium,A damaged collar can be replaced or converted into a new neckline.,"Replacement fabric, interfacing, thread and sewing tools",75,1,Rule-based circular fashion/upcycling transformation
REC017565,S03,Shirt,Blue,Worn,Front,Minor,None,Minor,Needs Repair,Sporty,Cotton Blend,Add a decorative fabric panel or appliqué,Panel insertion,Medium,A localized damaged area can be reinforced and visually redesigned.,"Fabric panel, thread, needle or sewing machine",60,2,Rule-based circular fashion/upcycling transformation
REC017566,S04,Shirt,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Casual,Polyester,Recover intact fabric sections for smaller products,Material recovery,Medium,Heavily damaged garments can still provide usable fabric pieces.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017567,SA01,Saree,Blue,Worn,Edge,Minor,None,Minor,Needs Repair,Sporty,Viscose,Trim the damaged edge and create a smaller accessory,Edge recovery,Medium,A damaged edge can be removed while preserving a large amount of usable fabric.,"Scissors, measuring tape and finishing thread",60,1,Rule-based circular fashion/upcycling transformation
REC017568,SA02,Saree,White,Damaged,Multiple Areas,Major,Minor,None,Needs Repair,Casual,Polyester,Recover intact fabric for accessories or patchwork,Fabric recovery,Medium,Intact sections can be separated and reused when the original item is heavily damaged.,"Scissors, measuring tape and sewing supplies",120,1,Rule-based circular fashion/upcycling transformation
REC017569,SH01,Shorts,Blue,Worn,Hem,Minor,None,Minor,Needs Repair,Sporty,Cotton Blend,Refinish or redesign the hem,Hem redesign,Easy,The damaged edge can be reconstructed without replacing the whole garment.,"Scissors, thread and sewing tools",30,1,Rule-based circular fashion/upcycling transformation
REC017570,SK01,Skirt,Blue,Worn,Bottom,Minor,None,Minor,Needs Repair,Sporty,Viscose,Shorten and refinish the skirt,Length alteration,Easy,Damaged lower fabric can be removed and the hem reconstructed.,"Scissors, measuring tape and sewing tools",45,1,Rule-based circular fashion/upcycling transformation
