brand,usage,condition,type,category,price,trend,colors,cut,pattern,season,text,pilling,damage,stains,holes,smell,material
Piaza Italiaman,Reuse,4,Blazer,Men,100-150,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"70%Polyester,30%Viscose"
Sir Of Sweden,Reuse,4,Blazer,Men,100-150,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100%Ull
Zara Man,Reuse,4,Blazer,Men,100-150,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"95%Ull,5%Cashmere"
Benneton,Reuse,2,Vest,Ladies,50-100,Unknown,['Red'],['Regular'],Unknown,All,Unknown,2,None,None,None,None,Unknown
Betty Barkley,Reuse,4,Vest,Ladies,50-100,Unknown,['Pink'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"100%Polyamid/Nylon, "
Shein,Reuse,4,Vest,Ladies,50-100,Unknown,"['Green', 'White']",['Regular'],Geometric print,All,Unknown,4,None,None,None,None,"30%Cotton,50%Acryl,15%Modal"
Betty Barkley,Reuse,4,Vest,Ladies,50-100,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"100%Polyamid, fyld med Dun"
Lindex,Reuse,4,Vest,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"55%Linnen,45%Viscose"
Na-kd,Reuse,4,Vest,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"58%Cotton,42%Polyester"
H&m,Reuse,4,Vest,Ladies,50-100,Unknown,['White'],"['Regular', 'Turtle neck']",Unknown,All,Unknown,4,None,None,None,None,"50%Polyester,45Acryl,5%Ull"
Stradivarius,Reuse,5,Skirt,Ladies,50-100,Unknown,['Black'],['Regular'],Unknown,All,Unknown,5,None,None,None,None,Unknown
Dawn,Reuse,4,Skirt,Ladies,50-100,Unknown,['Red'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,"70%Polyester,25%Viscose,5%Elastan"
Monki,Reuse,4,Skirt,Ladies,50-100,Unknown,"['Black', 'White']","['Regular', 'Long']",Dots,All,Unknown,4,None,None,None,None,100%Polyester
Missing,Reuse,4,Skirt,Ladies,50-100,Unknown,"['Multicolor', 'Blue', 'Yellow']",['Regular'],Dots,All,Unknown,4,None,None,None,None,Unknown
Missing,Reuse,4,Skirt,Ladies,50-100,Unknown,"['Multicolor', 'Blue', 'Yellow']",['Regular'],Unknown,All,Unknown,4,None,None,None,None,Unknown
Cappuchini,Reuse,4,Skirt,Ladies,50-100,Unknown,['Grey'],['Regular'],Unknown,All,Unknown,3,None,None,None,None,"80%POlyester,18%Viscose,2%Elastane"
Lindex,Reuse,4,Skirt,Ladies,50-100,Unknown,['Brown'],"['Regular', 'Long']",Unknown,All,Unknown,4,None,None,None,None,Unknown
H&m,Reuse,4,Skirt,Ladies,50-100,Unknown,"['Brown', 'Beige']",['Regular'],Unknown,All,Unknown,4,None,None,None,None,Unknown
H&m,Reuse,4,Skirt,Ladies,50-100,Unknown,"['Brown', 'Beige']",['Regular'],Geometric print,All,Unknown,4,None,None,None,None,Unknown
H&m,Reuse,4,Skirt,Ladies,<50,Unknown,['Black'],['Regular'],Other,All,Unknown,4,None,None,None,None,"76%Polyester,24% Cotton"
Missing,Reuse,3,Skirt,Ladies,<50,Unknown,['Beige'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100%Polyester
Missing,Reuse,4,Night Gown,Ladies,50-100,Unknown,"['Blue', 'White']",['Regular'],Floral print,All,Unknown,5,None,None,None,None,Unknown
Missing,Reuse,4,Night Gown,Ladies,50-100,Unknown,"['Blue', 'White']",['Regular'],Floral print,All,Unknown,5,None,None,None,None,missing
Missing,Reuse,4,Night Gown,Ladies,50-100,Unknown,['Pink'],['Regular'],Lace,All,Unknown,4,None,None,None,None,missing
Missing,Reuse,4,Night Gown,Ladies,100-150,Unknown,['Green'],['Regular'],Floral print,All,Unknown,4,None,None,None,None,missing
Missing,Reuse,4,Night Gown,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,All,Unknown,4,None,None,Minor,None,100%Polyester
Missing,Reuse,4,Pajamas,Ladies,50-100,Unknown,['Green'],['Regular'],Unknown,All,Unknown,4,None,None,Minor,None,100%Polyester
H&m,Reuse,3,Dress,Ladies,50-100,Unknown,"['Black', 'White']",['Regular'],Floral print,Summer,Unknown,2,None,Minor,Minor,Minor,Unknown
H&m,Reuse,4,Dress,Ladies,50-100,Unknown,"['Black', 'Pink', 'Multicolor']",['Regular'],Floral print,Summer,Unknown,5,None,None,None,None,"95%Cotton,5%Elastane"
H&m,Reuse,3,Dress,Ladies,50-100,Unknown,['Pink'],['Regular'],Unknown,Summer,Unknown,3,None,Minor,None,Minor,100%Polyester
Club Xpris,Reuse,4,Dress,Ladies,50-100,Unknown,['Black'],['Regular'],Other,All,Unknown,4,None,None,None,None,100%Polyester
Dea,Reuse,5,Dress,Ladies,50-100,Unknown,"['Blue', 'White', 'Multicolor']",['Regular'],Lace,Summer,Unknown,5,None,None,None,None,"83%Polyester,13%Elastane"
Bikbok,Reuse,3,Dress,Ladies,50-100,Unknown,['Pink'],['Regular'],Unknown,Summer,Unknown,3,None,None,None,None,100%Polyester
Soya/soyaconcept,Reuse,3,Dress,Ladies,50-100,Unknown,['Grey'],['Regular'],Striped,Autumn,Unknown,3,None,None,None,None,"95%Viscose,5%Elastane"
H&m,Reuse,5,Dress,Ladies,50-100,Unknown,"['Red', 'White']",['Regular'],Dots,Summer,Unknown,5,None,None,None,None,100%Polyester
Missing,Reuse,3,Dress,Ladies,50-100,Unknown,"['Red', 'White', 'Multicolor']",['Regular'],Floral print,Autumn,Unknown,3,None,None,None,None,Unknown
Missing,Reuse,4,Dress,Ladies,50-100,Unknown,['Red'],['Regular'],Unknown,Autumn,Unknown,4,None,None,None,None,"53%Polyester,44%Ull,3%Elastane"
Sugar,Reuse,3,Blouse,Ladies,50-100,Unknown,[],[],Unknown,Unknown,Unknown,4,None,None,None,None,100% cotton
Yuni,Reuse,4,Dress,Ladies,50-100,Unknown,"['Blue', 'White']",[],Other,Summer,Unknown,4,None,None,None,None,"Shell 53% cotton, 46% polyester, 1% elastane. Lining 95% viscose, 5% elastane"
H&m,Reuse,4,Shirt,Men,50-100,Unknown,"['Black', 'Orange']",[],Other,Unknown,Unknown,4,None,None,None,None,100% cotton
Ellos,Reuse,5,Trousers,Ladies,50-100,Unknown,"['Black', 'Red', 'White']",[],Striped,Unknown,Unknown,5,None,None,None,None,100% polyester
H&m,Reuse,5,Blouse,Ladies,50-100,Unknown,"['White', 'Blue']",[],Striped,Unknown,Unknown,5,None,None,None,None,100% cotton
Kappahl,Reuse,5,Trousers,Children,50-100,Unknown,['Black'],[],Striped,Unknown,Unknown,5,None,Minor,None,None,"95% cotton, 5% elastane"
Missing,Reuse,5,Top,Ladies,50-100,Unknown,['Black'],[],Unknown,Unknown,Unknown,5,None,None,None,None,Unknown
Gina Tricot,Reuse,5,Top,Ladies,50-100,Unknown,['Brown'],[],Lace,Unknown,Unknown,5,None,None,None,None,"51% cotton, 48% polyamide, 1% lycra"
H&m,Reuse,5,Trousers,Ladies,50-100,Unknown,['Green'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"Shell 100% polyester. Lining 80% polyester, 20% cotton"
H&m,Reuse,5,Top,Ladies,50-100,Unknown,['Beige'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"52% cotton, 48% polyester"
Zanzea,Reuse,5,Top,Ladies,100-150,Unknown,['Black'],[],Lace,Unknown,Unknown,5,None,None,None,None,Unknown
Mingeljeans,Reuse,5,Trousers,Ladies,50-100,Unknown,['Turquoise'],[],Unknown,Unknown,Unknown,5,None,None,None,None,Unknown
Missing,Reuse,5,Dress,Ladies,<50,Unknown,"['Brown', 'Green']",[],Other,Unknown,Unknown,5,None,None,None,None,100% polyester
H&m,Reuse,5,Blazer,Ladies,50-100,Unknown,['Black'],[],Other,Unknown,Unknown,5,None,None,None,None,"Shell 71% polyester, 22% viscose, 7% elastane. Lining 100% polyester "
Björn Borg,Reuse,4,Top,Ladies,50-100,Unknown,['Black'],[],Logo print,Unknown,Unknown,5,None,None,None,None,100% cotton
H&d,Export,3,Trousers,Ladies,50-100,Unknown,['Brown'],[],Other,Unknown,Unknown,5,None,Minor,None,None,"96% cotton, 4% elastane"
Missing,Reuse,4,Vest,Ladies,50-100,Unknown,['Brown'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% polyester
Missing,Reuse,4,Trousers,Ladies,50-100,Unknown,['Black'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"96% cotton, 4% elastane "
Smog,Reuse,4,Shorts,Men,50-100,Unknown,['Beige'],[],Unknown,Summer,Unknown,5,None,None,None,None,100% cotton
Kangol,Reuse,5,Shorts,Men,50-100,Unknown,['Beige'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
Landsend,Reuse,5,Shorts,Men,50-100,Unknown,['Pink'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
Ted Baker,Reuse,5,Shorts,Men,50-100,Unknown,"['Blue', 'White']",[],Striped,Summer,Unknown,5,None,None,None,None,100% polyester
Redwood,Reuse,5,Shorts,Men,50-100,Unknown,"['Blue', 'Beige']",[],Striped,Unknown,Unknown,5,None,None,None,None,100% cotton
Magee,Reuse,5,Shorts,Men,50-100,Unknown,"['Blue', 'Orange']",[],Other,Unknown,Unknown,5,None,None,None,None,Unknown
H&m,Reuse,5,Shorts,Men,<50,Unknown,['Red'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"Shell 100% cotton. Lining 65% polyester, 35% cotton"
H&m,Reuse,5,Shorts,Men,<50,Unknown,['Turquoise'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"Shell 100% cotton. Lining 65% polyester, 35% cotton"
Ben Sherman,Reuse,5,Shorts,Men,50-100,Unknown,"['Blue', 'White']",[],Striped,Unknown,Unknown,5,None,None,None,None,100% cotton
Race Marine,Reuse,5,Shorts,Men,50-100,Unknown,['Pink'],[],Striped,Unknown,Unknown,5,None,None,None,None,100% cotton
H&m,Reuse,5,Skirt,Ladies,<50,Unknown,['Beige'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"98% cotton, 2% elastane"
Veromoda,Reuse,5,Skirt,Ladies,50-100,Unknown,['Black'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"77% viscose, 23% polyester"
Na-kd,Reuse,3,Skirt,Ladies,50-100,Unknown,['Black'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% polyester
H&m,Reuse,5,Skirt,Ladies,<50,Unknown,"['Black', 'Beige']",[],Animal print,Unknown,Unknown,5,None,None,None,None,100% polyester
Burberry,Reuse,3,Sweater,Ladies,150-250,Unknown,"['White', 'Blue']",[],Embroidered,Autumn,Unknown,3,None,Minor,None,None,100% Bomull
Carin Wester,Reuse,4,Sweater,Ladies,150-250,Unknown,"['Black', 'Pink']",['Cropped'],Logo print,Autumn,Unknown,2,None,Minor,None,None,"68% Bomull, 32% Polyester"
Carin Wester,Reuse,4,Shirt,Ladies,150-250,Unknown,['White'],['Cropped'],Unknown,Summer,Unknown,2,None,Minor,None,None,100% Bomull
Bondelid,Reuse,2,Top,Ladies,50-100,Unknown,"['Blue', 'White']",[],Dots,Autumn,Unknown,1,None,None,None,None,100% Cotton
Inwear,Reuse,5,Skirt,Ladies,150-250,Unknown,['Black'],[],Geometric print,Summer,Unknown,4,None,None,None,None,"96% Polyester, 4% Elastan"
Stockhlm,Reuse,4,Dress,Ladies,150-250,Unknown,['Red'],['Long'],Unknown,Unknown,Unknown,3,None,None,None,None,"97% Cotton, 3% Elastane"
Boomerang,Reuse,3,Cardigan,Ladies,100-150,Unknown,['Blue'],[],Unknown,Unknown,Unknown,1,None,Minor,None,None,"86% Cotton, 11% Nylon, 3% Lycra"
Gant,Reuse,2,Shirt,Ladies,150-250,Unknown,['Blue'],[],Unknown,Summer,Unknown,3,None,Minor,None,None,"97% Cotton, 3% Elastane"
Esprit,Reuse,3,Top,Ladies,50-100,Unknown,"['Beige', 'Brown', 'Blue']",[],Dots,Unknown,Unknown,3,None,None,None,None,100% Bomull
And Other Stories,Reuse,4,Trousers,Ladies,100-150,Unknown,['Black'],[],Unknown,Unknown,Unknown,3,None,None,None,None,Unknown
Esprit,Reuse,3,Blazer,Ladies,150-250,Unknown,['Blue'],[],Unknown,Autumn,Unknown,2,None,Minor,None,None,"97% Cotton, 3% Elastane"
Anna Holtblad,Reuse,3,Sweater,Ladies,150-250,Unknown,['White'],['Long'],Unknown,Unknown,Unknown,5,None,None,None,None,100% Cotton
Ströms,Reuse,4,Shirt,Ladies,150-250,Unknown,['Blue'],[],Unknown,Summer,Unknown,3,None,None,None,None,100% Cotton
Esprit,Reuse,3,Dress,Ladies,150-250,Unknown,['Blue'],['Long'],Embroidered,Autumn,Unknown,3,None,None,None,None,"60% Viscose, 40% Cotton"
Dagmar,Reuse,4,Trousers,Ladies,100-150,Unknown,['Black'],[],Unknown,Unknown,Unknown,4,None,None,None,None,"67% Viscose, 28% Polymaide, 5% Elastane"
Hobb's,Reuse,3,Tank Top,Ladies,100-150,Unknown,[],[],Unknown,Unknown,Unknown,3,None,None,None,None,100% Silk
Carin Wester,Reuse,3,Tank Top,Ladies,100-150,Unknown,['Pink'],[],Unknown,Summer,Unknown,3,None,None,None,None,Unknown
Filippa K,Reuse,4,Trousers,Ladies,100-150,Unknown,"['Blue', 'Black']",[],Geometric print,Summer,Unknown,4,None,None,None,None,"51% Silk, 49% Viscose"
"Boss, Hugo Boss",Reuse,4,Blouse,Ladies,150-250,Unknown,['Blue'],[],Unknown,Summer,Unknown,5,None,Minor,None,None,"73% Triacetat, 27% Polyester"
Gudrun Sjödén,Reuse,3,Cardigan,Ladies,150-250,Unknown,"['Beige', 'Red', 'Yellow', 'Green', 'Purple']",[],Floral print,Autumn,Unknown,1,None,None,None,None,100% Bomull
Hobbs,Reuse,4,Blouse,Ladies,150-250,Unknown,"['White', 'Blue']",['V-collar'],Unknown,Autumn,Unknown,4,None,None,None,None,Unknown
Tommy Hilfiger,Reuse,3,Shirt,Ladies,100-150,Unknown,['Purple'],[],Unknown,All,Unknown,3,None,None,None,None,100% Cotton
Cos,Reuse,4,Dress,Ladies,150-250,Unknown,['Blue'],[],Unknown,Summer,Unknown,4,None,None,None,None,"94% Cotton, 6% Linen"
Cos,Reuse,4,Dress,Ladies,250-400,Unknown,['Blue'],[],Unknown,Summer,Unknown,4,None,None,None,None,100% Ull
Oscar Of Sweden,Reuse,5,Shirt,Men,100-150,Unknown,"['Red', 'White']",[],Dots,Autumn,Unknown,4,None,None,None,None,100% Cotton
Pierre Cardin Paris,Reuse,4,Sweater,Men,150-250,Unknown,"['Blue', 'Red']",[],Striped,Winter,Unknown,4,None,Minor,None,None,Unknown
Calvin Klein,Reuse,4,Shirt,Men,150-250,Unknown,"['Black', 'White']",[],Unknown,All,Unknown,3,None,None,None,None,Unknown
Tiger Of Sweden,Reuse,5,Sweater,Men,250-400,Unknown,"['Grey', 'White']",[],Unknown,Winter,Unknown,2,None,None,None,None,Unknown
Lacoste,Reuse,4,Shirt,Men,150-250,Unknown,"['White', 'Blue']",[],Dots,Summer,Unknown,4,None,None,None,None,100% Cotton
J.lindeberg,Reuse,3,Blazer,Men,250-400,Unknown,['Grey'],['Regular'],Unknown,Unknown,Unknown,3,None,None,Minor,None,Unknown
Sand,Reuse,5,Jacket,Ladies,250-400,Unknown,['Black'],['Long'],Unknown,Winter,Unknown,4,None,None,None,None,Unknown
Oscar Jacobsson,Reuse,4,Winter Jacket,Men,250-400,Unknown,['Grey'],['Long'],Unknown,Unknown,Unknown,4,None,None,None,None,Unknown
Ralph Lauren,Reuse,3,Sweater,Men,150-250,Unknown,['Green'],[],Unknown,Winter,Unknown,3,None,Minor,None,None,100% Cotton
Oscar Jacobsson,Reuse,4,Sweater,Men,100-150,Unknown,['Red'],[],Unknown,Winter,Unknown,2,None,Minor,None,None,100% Cotton
Ralph Lauren,Reuse,3,Top,Men,100-150,Unknown,['Grey'],[],Unknown,Autumn,Unknown,3,None,Minor,None,None,100% Cotton
Lyle & Scott,Reuse,3,T-shirt,Children,<50,Unknown,['Grey'],[],Unknown,Unknown,Unknown,3,None,Minor,Minor,None,Unknown
Henri Loyd,Reuse,5,Jacket,Men,150-250,Unknown,['Black'],['Long'],Unknown,Winter,Unknown,4,None,None,None,None,100% Polyamide
Ralph Lauren,Reuse,4,Sweater,Men,100-150,Unknown,['Grey'],[],Unknown,Winter,Unknown,4,None,None,None,None,"85% Cotton, 15% Cashmere"
Tommy Hilfiger,Reuse,3,Sweater,Men,100-150,Unknown,['Blue'],[],Unknown,All,Unknown,1,None,None,None,None,"92% Cotton, 8% Cashmere"
Ralph Lauren,Reuse,2,Sweater,Men,50-100,Unknown,['Green'],[],Unknown,Winter,Unknown,2,None,Minor,None,None,100% Pima Cotton
House Of Lola,Reuse,4,Blazer,Ladies,50-100,Unknown,['Blue'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"95% cotton, 5% elastane"
Lindex,Reuse,4,T-shirt,Ladies,<50,Unknown,"['Blue', 'White']",[],Striped,Unknown,Unknown,5,None,None,None,None,"95% cotton, 5% elastane"
Etirel,Reuse,4,T-shirt,Ladies,<50,Unknown,['Blue'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"95% cotton, 5% elastane"
Lindex,Reuse,5,T-shirt,Ladies,<50,Unknown,['Black'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
Drykorn For Beautiful People,Reuse,3,T-shirt,Ladies,50-100,Unknown,['Orange'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
Missing,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Pink'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
Lindex,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Pink'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"Shell 100% polyester. Inner 55% lyocell, 45% viscose"
Monki,Reuse,3,T-shirt,Ladies,<50,Unknown,"['Grey', 'Green']",[],Other,Unknown,Unknown,2,None,None,None,None,"53% polyester, 47% cotton"
Missing,Reuse,4,T-shirt,Ladies,50-100,Unknown,['Red'],[],Unknown,Unknown,Unknown,5,None,None,None,None,Unknown
Lindex,Reuse,4,T-shirt,Ladies,<50,Unknown,"['White', 'Blue']",[],Striped,Unknown,Unknown,5,None,None,None,None,"95% cotton, 5% elastane"
H&m,Reuse,4,T-shirt,Ladies,50-100,Unknown,['White'],[],Other,Unknown,Unknown,4,None,None,None,None,"60% cotton, 40% polyester"
Rosebud,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Multicolor'],[],Floral print,Unknown,Unknown,5,None,None,None,None,"95% viscose, 5% elastane"
Zara,Reuse,4,T-shirt,Ladies,<50,Unknown,['Grey'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
H&m,Reuse,4,T-shirt,Ladies,50-100,Unknown,['Yellow'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"93% viscose, 7% elastane"
Race Marine,Reuse,3,T-shirt,Ladies,<50,Unknown,"['White', 'Red', 'Black']",[],Striped,Unknown,Unknown,3,None,None,None,None,"95% cotton, 5% elastane"
Gina Tricot,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Green'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"95% cotton, 5% elastane"
Zara,Reuse,4,T-shirt,Ladies,<50,Unknown,['Red'],[],Unknown,Unknown,Unknown,5,None,None,None,None,Unknown
Shein,Reuse,5,T-shirt,Ladies,<50,Unknown,['Black'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"95% nylon, 5% elastane"
H&m,Reuse,5,T-shirt,Ladies,50-100,Unknown,"['Black', 'Beige']",[],Striped,Unknown,Unknown,5,None,None,None,None,"95% polyester, 5% elastane"
Lindex,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Turquoise'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"90% polyester, 10% elastane"
Cpm,Reuse,5,T-shirt,Ladies,<50,Unknown,['Multicolor'],[],Other,Unknown,Unknown,5,None,None,None,None,"60% cotton, 40% polyester"
Missing,Reuse,5,T-shirt,Ladies,<50,Unknown,['White'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"95% polyester, 5% elastane"
Joy,Reuse,5,T-shirt,Ladies,<50,Unknown,"['Brown', 'Beige']",[],Other,Unknown,Unknown,5,None,None,None,None,"90% meryl, 10% elastane"
Esprit,Reuse,5,T-shirt,Ladies,50-100,Unknown,"['Pink', 'Grey']",[],Animal print,Unknown,Unknown,5,None,None,None,None,Unknown
Kappahl,Reuse,5,T-shirt,Ladies,50-100,Unknown,['White'],[],Unknown,Unknown,Unknown,5,None,None,None,None,100% cotton
Zadig & Voltaire,Reuse,3,T-shirt,Ladies,50-100,Unknown,['Grey'],[],Other,Unknown,Unknown,5,None,None,None,None,100% cotton
H&m,Reuse,5,T-shirt,Ladies,<50,Unknown,['Beige'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"93% cotton, 5% elastane, 2% viscose"
Cc Heart,Reuse,5,T-shirt,Ladies,50-100,Unknown,['Blue'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"60% cotton, 40% polyester"
Kappahl,Reuse,4,T-shirt,Ladies,50-100,Unknown,"['Red', 'Orange']",[],Striped,Unknown,Unknown,5,None,None,None,None,"95% cotton, 5% elastane"
Micha,Reuse,5,T-shirt,Ladies,50-100,Unknown,"['White', 'Beige']",[],Other,Unknown,Unknown,5,None,None,None,None,"80% polyester, 20% viscose"
Monki,Reuse,5,T-shirt,Ladies,<50,Unknown,['Green'],[],Unknown,Unknown,Unknown,5,None,None,None,None,"55% viscose, 42% polyester, 3% elastane"
Vero Moda,Reuse,3,Top,Ladies,50-100,Unknown,"['Pink', 'Blue', 'Orange']","['Regular', 'Oversize']",Other,All,Unknown,5,None,None,None,None,100% viscose
Shein,Reuse,3,Dress,Ladies,50-100,Unknown,['Pink'],"['Regular', 'V-collar']",Unknown,All,Unknown,5,None,None,None,None,100% cotton
Lv,Reuse,3,Blouse,Ladies,50-100,Unknown,['Grey'],['Regular'],Unknown,All,Unknown,5,None,None,None,None,"87% polyester, 13% cotton"
H&m,Reuse,3,Shorts,Children,<50,Unknown,"['White', 'Blue']",['Regular'],Striped,All,Unknown,5,None,None,None,None,100% cotton
Tolani,Reuse,3,Blouse,Children,100-150,Unknown,"['Green', 'Beige', 'Black', 'Multicolor']",['Regular'],Floral print,All,Unknown,5,None,None,None,None,100% sillk
Topolino,Reuse,3,Dress,Children,50-100,Unknown,"['Pink', 'Turquoise', 'White', 'Multicolor']",['Regular'],Floral print,All,Unknown,5,None,None,None,None,100% cotton
Amisu (new Yorker),Reuse,3,Dress,Ladies,50-100,Unknown,"['Pink', 'Black', 'Purple', 'Multicolor']",['Regular'],Floral print,All,Unknown,5,None,None,None,None,100% polyester
Lindex,Reuse,3,Shirt,Children,50-100,Unknown,['White'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
Mywear (ica),Reuse,4,Skirt,Ladies,100-150,Denim,['Blue'],['Regular'],Unknown,Unknown,Unknown,4,None,None,None,None,"67% Cotton, 28% polyester, 3% viscose, 2% elastan"
H&m,Reuse,3,Dress,Children,50-100,Unknown,"['White', 'Pink', 'Green', 'Multicolor']",['Regular'],Floral print,All,Unknown,4,Stain,Minor,None,None,100% cotton
Bikbok,Reuse,3,Jacket,Ladies,100-150,Unknown,['Green'],['Regular'],Unknown,Autumn,Unknown,4,None,Minor,None,None,100% Polyester
Odd Molly,Reuse,3,Blazer,Ladies,100-150,Unknown,"['White', 'Red']",['Regular'],Other,All,Unknown,4,None,None,None,None,100% cotton
Only,Reuse,3,Cardigan,Ladies,100-150,Unknown,"['Blue', 'White']",['Regular'],Other,All,Unknown,3,None,None,None,None,"60% viscose, 40% cotton"
Vintage Stories,Reuse,4,Jacket,Ladies,150-250,Unknown,"['Blue', 'White']",['Regular'],Other,Summer,Unknown,4,None,None,None,None,100% polyester
Esprit,Reuse,3,Blouse,Ladies,50-100,Unknown,"['White', 'Pink', 'Grey']",['Regular'],Floral print,All,Unknown,5,None,None,None,None,100% cotton
Monki,Reuse,4,Blouse,Ladies,100-150,Unknown,"['White', 'Brown']",['Regular'],Striped,All,Unknown,4,None,None,None,None,100% polyester
Shein,Reuse,4,Skirt,Ladies,50-100,Denim,['White'],['Regular'],Unknown,Summer,Unknown,4,None,None,None,None,100% cotton
H&m,Reuse,3,Dress,Children,50-100,Unknown,"['White', 'Blue', 'Pink', 'Multicolor']",['Regular'],Floral print,All,Unknown,5,None,None,None,None,100% cotton
Lord Kitsch,Reuse,4,T-shirt,Men,<50,Unknown,['Blue'],['Regular'],Other,All,Unknown,4,None,None,None,Minor,Unknown
Morris,Export,3,Shirt,Ladies,50-100,Unknown,"['Pink', 'Red', 'Yellow', 'Multicolor']",['Regular'],Floral print,All,Unknown,5,slightly yellow collar,Minor,None,None,100% cotton
Logg (h&m),Reuse,3,Hoodie,Ladies,50-100,Unknown,['Yellow'],"['Oversize', 'Cropped']",Unknown,All,Unknown,2,None,None,None,Minor,"60% cotton, 40% polyester"
Art Extra,Reuse,2,Shirt,Men,50-100,Unknown,"['Red', 'White', 'Multicolor']",['Regular'],Checkered print,All,Unknown,4,None,Minor,None,Minor,Unknown
Lupilu,Export,3,Shorts,Children,<50,Unknown,['Blue'],['Regular'],Unknown,All,Unknown,4,None,None,None,None,100% cotton
